question,category,sub_intent
네트워크 P/F야 GRADE야?,수강 신청,과목정보_네트워크
네트워크 실습 있어?,수강 신청,과목정보_네트워크
네트워크 이론 몇 시간이야?,수강 신청,과목정보_네트워크
네트워크 과목코드가 뭐야?,수강 신청,과목정보_네트워크
네트워크 2학년 1학기 맞아?,수강 신청,과목정보_네트워크
기계학습 몇 학점이야?,수강 신청,과목정보_기계학습
기계학습 과목 정보 알려줘,수강 신청,과목정보_기계학습
기계학습 몇 학년 과목이야?,수강 신청,과목정보_기계학습
기계학습 전필이야 전선이야?,수강 신청,과목정보_기계학습
기계학습 성적 방식이 뭐야?,수강 신청,과목정보_기계학습
기계학습 P/F야 GRADE야?,수강 신청,과목정보_기계학습
기계학습 실습 있어?,수강 신청,과목정보_기계학습
기계학습 이론 몇 시간이야?,수강 신청,과목정보_기계학습
기계학습 과목코드가 뭐야?,수강 신청,과목정보_기계학습
기계학습 2학년 2학기 맞아?,수강 신청,과목정보_기계학습
빅데이터분석 몇 학점이야?,수강 신청,과목정보_빅데이터분석
빅데이터분석 과목 정보 알려줘,수강 신청,과목정보_빅데이터분석
빅데이터분석 몇 학년 과목이야?,수강 신청,과목정보_빅데이터분석
빅데이터분석 전필이야 전선이야?,수강 신청,과목정보_빅데이터분석
빅데이터분석 성적 방식이 뭐야?,수강 신청,과목정보_빅데이터분석
빅데이터분석 P/F야 GRADE야?,수강 신청,과목정보_빅데이터분석
빅데이터분석 실습 있어?,수강 신청,과목정보_빅데이터분석
빅데이터분석 이론 몇 시간이야?,수강 신청,과목정보_빅데이터분석
빅데이터분석 과목코드가 뭐야?,수강 신청,과목정보_빅데이터분석
빅데이터분석 2학년 2학기 맞아?,수강 신청,과목정보_빅데이터분석
컴퓨터비전 몇 학점이야?,수강 신청,과목정보_컴퓨터비전
컴퓨터비전 과목 정보 알려줘,수강 신청,과목정보_컴퓨터비전
컴퓨터비전 몇 학년 과목이야?,수강 신청,과목정보_컴퓨터비전
컴퓨터비전 전필이야 전선이야?,수강 신청,과목정보_컴퓨터비전
컴퓨터비전 성적 방식이 뭐야?,수강 신청,과목정보_컴퓨터비전
컴퓨터비전 P/F야 GRADE야?,수강 신청,과목정보_컴퓨터비전
컴퓨터비전 실습 있어?,수강 신청,과목정보_컴퓨터비전
컴퓨터비전 이론 몇 시간이야?,수강 신청,과목정보_컴퓨터비전
컴퓨터비전 과목코드가 뭐야?,수강 신청,과목정보_컴퓨터비전
컴퓨터비전 2학년 2학기 맞아?,수강 신청,과목정보_컴퓨터비전
의료정보 몇 학점이야?,수강 신청,과목정보_의료정보
의료정보 과목 정보 알려줘,수강 신청,과목정보_의료정보
의료정보 몇 학년 과목이야?,수강 신청,과목정보_의료정보
의료정보 전필이야 전선이야?,수강 신청,과목정보_의료정보
의료정보 성적 방식이 뭐야?,수강 신청,과목정보_의료정보
의료정보 P/F야 GRADE야?,수강 신청,과목정보_의료정보
의료정보 실습 있어?,수강 신청,과목정보_의료정보
의료정보 이론 몇 시간이야?,수강 신청,과목정보_의료정보
의료정보 과목코드가 뭐야?,수강 신청,과목정보_의료정보
의료정보 2학년 1학기 맞아?,수강 신청,과목정보_의료정보
인공지능수학 몇 학점이야?,수강 신청,과목정보_인공지능수학
인공지능수학 과목 정보 알려줘,수강 신청,과목정보_인공지능수학
인공지능수학 몇 학년 과목이야?,수강 신청,과목정보_인공지능수학
인공지능수학 전필이야 전선이야?,수강 신청,과목정보_인공지능수학
인공지능수학 성적 방식이 뭐야?,수강 신청,과목정보_인공지능수학
인공지능수학 P/F야 GRADE야?,수강 신청,과목정보_인공지능수학
인공지능수학 실습 있어?,수강 신청,과목정보_인공지능수학
인공지능수학 이론 몇 시간이야?,수강 신청,과목정보_인공지능수학
인공지능수학 과목코드가 뭐야?,수강 신청,과목정보_인공지능수학
인공지능수학 2학년 1학기 맞아?,수강 신청,과목정보_인공지능수학
디지털공학 몇 학점이야?,수강 신청,과목정보_디지털공학
디지털공학 과목 정보 알려줘,수강 신청,과목정보_디지털공학
디지털공학 몇 학년 과목이야?,수강 신청,과목정보_디지털공학
디지털공학 전필이야 전선이야?,수강 신청,과목정보_디지털공학
디지털공학 성적 방식이 뭐야?,수강 신청,과목정보_디지털공학
디지털공학 P/F야 GRADE야?,수강 신청,과목정보_디지털공학
디지털공학 실습 있어?,수강 신청,과목정보_디지털공학
디지털공학 이론 몇 시간이야?,수강 신청,과목정보_디지털공학
디지털공학 과목코드가 뭐야?,수강 신청,과목정보_디지털공학
디지털공학 2학년 1학기 맞아?,수강 신청,과목정보_디지털공학
프로그래밍활용 I 몇 학점이야?,수강 신청,과목정보_프로그래밍활용 I
프로그래밍활용 I 과목 정보 알려줘,수강 신청,과목정보_프로그래밍활용 I
프로그래밍활용 I 몇 학년 과목이야?,수강 신청,과목정보_프로그래밍활용 I
프로그래밍활용 I 전필이야 전선이야?,수강 신청,과목정보_프로그래밍활용 I
프로그래밍활용 I 성적 방식이 뭐야?,수강 신청,과목정보_프로그래밍활용 I
프로그래밍활용 I P/F야 GRADE야?,수강 신청,과목정보_프로그래밍활용 I
프로그래밍활용 I 실습 있어?,수강 신청,과목정보_프로그래밍활용 I
프로그래밍활용 I 이론 몇 시간이야?,수강 신청,과목정보_프로그래밍활용 I
프로그래밍활용 I 과목코드가 뭐야?,수강 신청,과목정보_프로그래밍활용 I
프로그래밍활용 I 2학년 2학기 맞아?,수강 신청,과목정보_프로그래밍활용 I
자료구조 몇 학점이야?,수강 신청,과목정보_자료구조
자료구조 과목 정보 알려줘,수강 신청,과목정보_자료구조
자료구조 몇 학년 과목이야?,수강 신청,과목정보_자료구조
자료구조 전필이야 전선이야?,수강 신청,과목정보_자료구조
자료구조 성적 방식이 뭐야?,수강 신청,과목정보_자료구조
자료구조 P/F야 GRADE야?,수강 신청,과목정보_자료구조
자료구조 실습 있어?,수강 신청,과목정보_자료구조
자료구조 이론 몇 시간이야?,수강 신청,과목정보_자료구조
자료구조 과목코드가 뭐야?,수강 신청,과목정보_자료구조
자료구조 2학년 2학기 맞아?,수강 신청,과목정보_자료구조
강의및SW설계 몇 학점이야?,수강 신청,과목정보_강의및SW설계
강의및SW설계 과목 정보 알려줘,수강 신청,과목정보_강의및SW설계
강의및SW설계 몇 학년 과목이야?,수강 신청,과목정보_강의및SW설계
강의및SW설계 전필이야 전선이야?,수강 신청,과목정보_강의및SW설계
강의및SW설계 성적 방식이 뭐야?,수강 신청,과목정보_강의및SW설계
강의및SW설계 P/F야 GRADE야?,수강 신청,과목정보_강의및SW설계
강의및SW설계 실습 있어?,수강 신청,과목정보_강의및SW설계
강의및SW설계 이론 몇 시간이야?,수강 신청,과목정보_강의및SW설계
강의및SW설계 과목코드가 뭐야?,수강 신청,과목정보_강의및SW설계
강의및SW설계 3학년 1학기 맞아?,수강 신청,과목정보_강의및SW설계
정보보호 몇 학점이야?,수강 신청,과목정보_정보보호
정보보호 과목 정보 알려줘,수강 신청,과목정보_정보보호
정보보호 몇 학년 과목이야?,수강 신청,과목정보_정보보호
정보보호 전필이야 전선이야?,수강 신청,과목정보_정보보호
정보보호 성적 방식이 뭐야?,수강 신청,과목정보_정보보호
정보보호 P/F야 GRADE야?,수강 신청,과목정보_정보보호
정보보호 실습 있어?,수강 신청,과목정보_정보보호
정보보호 이론 몇 시간이야?,수강 신청,과목정보_정보보호
정보보호 과목코드가 뭐야?,수강 신청,과목정보_정보보호
정보보호 3학년 1학기 맞아?,수강 신청,과목정보_정보보호
의료DB설계 몇 학점이야?,수강 신청,과목정보_의료DB설계
의료DB설계 과목 정보 알려줘,수강 신청,과목정보_의료DB설계
의료DB설계 몇 학년 과목이야?,수강 신청,과목정보_의료DB설계
의료DB설계 전필이야 전선이야?,수강 신청,과목정보_의료DB설계
의료DB설계 성적 방식이 뭐야?,수강 신청,과목정보_의료DB설계
의료DB설계 P/F야 GRADE야?,수강 신청,과목정보_의료DB설계
의료DB설계 실습 있어?,수강 신청,과목정보_의료DB설계
의료DB설계 이론 몇 시간이야?,수강 신청,과목정보_의료DB설계
의료DB설계 과목코드가 뭐야?,수강 신청,과목정보_의료DB설계
의료DB설계 3학년 1학기 맞아?,수강 신청,과목정보_의료DB설계
데이터시각화 몇 학점이야?,수강 신청,과목정보_데이터시각화
데이터시각화 과목 정보 알려줘,수강 신청,과목정보_데이터시각화
데이터시각화 몇 학년 과목이야?,수강 신청,과목정보_데이터시각화
데이터시각화 전필이야 전선이야?,수강 신청,과목정보_데이터시각화
데이터시각화 성적 방식이 뭐야?,수강 신청,과목정보_데이터시각화
데이터시각화 P/F야 GRADE야?,수강 신청,과목정보_데이터시각화
데이터시각화 실습 있어?,수강 신청,과목정보_데이터시각화
데이터시각화 이론 몇 시간이야?,수강 신청,과목정보_데이터시각화
데이터시각화 과목코드가 뭐야?,수강 신청,과목정보_데이터시각화
데이터시각화 3학년 2학기 맞아?,수강 신청,과목정보_데이터시각화
인공지능시스템구축 몇 학점이야?,수강 신청,과목정보_인공지능시스템구축
인공지능시스템구축 과목 정보 알려줘,수강 신청,과목정보_인공지능시스템구축
인공지능시스템구축 몇 학년 과목이야?,수강 신청,과목정보_인공지능시스템구축
인공지능시스템구축 전필이야 전선이야?,수강 신청,과목정보_인공지능시스템구축
인공지능시스템구축 성적 방식이 뭐야?,수강 신청,과목정보_인공지능시스템구축
인공지능시스템구축 P/F야 GRADE야?,수강 신청,과목정보_인공지능시스템구축
인공지능시스템구축 실습 있어?,수강 신청,과목정보_인공지능시스템구축
인공지능시스템구축 이론 몇 시간이야?,수강 신청,과목정보_인공지능시스템구축
인공지능시스템구축 과목코드가 뭐야?,수강 신청,과목정보_인공지능시스템구축
인공지능시스템구축 3학년 2학기 맞아?,수강 신청,과목정보_인공지능시스템구축
SW공학 몇 학점이야?,수강 신청,과목정보_SW공학
SW공학 과목 정보 알려줘,수강 신청,과목정보_SW공학
SW공학 몇 학년 과목이야?,수강 신청,과목정보_SW공학
SW공학 전필이야 전선이야?,수강 신청,과목정보_SW공학
SW공학 성적 방식이 뭐야?,수강 신청,과목정보_SW공학
SW공학 P/F야 GRADE야?,수강 신청,과목정보_SW공학
SW공학 실습 있어?,수강 신청,과목정보_SW공학
SW공학 이론 몇 시간이야?,수강 신청,과목정보_SW공학
SW공학 과목코드가 뭐야?,수강 신청,과목정보_SW공학
SW공학 3학년 1학기 맞아?,수강 신청,과목정보_SW공학
데이터베이스 몇 학점이야?,수강 신청,과목정보_데이터베이스
데이터베이스 과목 정보 알려줘,수강 신청,과목정보_데이터베이스
데이터베이스 몇 학년 과목이야?,수강 신청,과목정보_데이터베이스
데이터베이스 전필이야 전선이야?,수강 신청,과목정보_데이터베이스
데이터베이스 성적 방식이 뭐야?,수강 신청,과목정보_데이터베이스
데이터베이스 P/F야 GRADE야?,수강 신청,과목정보_데이터베이스
데이터베이스 실습 있어?,수강 신청,과목정보_데이터베이스
데이터베이스 이론 몇 시간이야?,수강 신청,과목정보_데이터베이스
데이터베이스 과목코드가 뭐야?,수강 신청,과목정보_데이터베이스
데이터베이스 3학년 1학기 맞아?,수강 신청,과목정보_데이터베이스
데이터마이닝 몇 학점이야?,수강 신청,과목정보_데이터마이닝
데이터마이닝 과목 정보 알려줘,수강 신청,과목정보_데이터마이닝
데이터마이닝 몇 학년 과목이야?,수강 신청,과목정보_데이터마이닝
데이터마이닝 전필이야 전선이야?,수강 신청,과목정보_데이터마이닝
데이터마이닝 성적 방식이 뭐야?,수강 신청,과목정보_데이터마이닝
데이터마이닝 P/F야 GRADE야?,수강 신청,과목정보_데이터마이닝
데이터마이닝 실습 있어?,수강 신청,과목정보_데이터마이닝
데이터마이닝 이론 몇 시간이야?,수강 신청,과목정보_데이터마이닝
데이터마이닝 과목코드가 뭐야?,수강 신청,과목정보_데이터마이닝
데이터마이닝 3학년 1학기 맞아?,수강 신청,과목정보_데이터마이닝
인공지능 몇 학점이야?,수강 신청,과목정보_인공지능
인공지능 과목 정보 알려줘,수강 신청,과목정보_인공지능
인공지능 몇 학년 과목이야?,수강 신청,과목정보_인공지능
인공지능 전필이야 전선이야?,수강 신청,과목정보_인공지능
인공지능 성적 방식이 뭐야?,수강 신청,과목정보_인공지능
인공지능 P/F야 GRADE야?,수강 신청,과목정보_인공지능
인공지능 실습 있어?,수강 신청,과목정보_인공지능
인공지능 이론 몇 시간이야?,수강 신청,과목정보_인공지능
인공지능 과목코드가 뭐야?,수강 신청,과목정보_인공지능
인공지능 3학년 1학기 맞아?,수강 신청,과목정보_인공지능
웹데이터분석 몇 학점이야?,수강 신청,과목정보_웹데이터분석
웹데이터분석 과목 정보 알려줘,수강 신청,과목정보_웹데이터분석
웹데이터분석 몇 학년 과목이야?,수강 신청,과목정보_웹데이터분석
웹데이터분석 전필이야 전선이야?,수강 신청,과목정보_웹데이터분석
웹데이터분석 성적 방식이 뭐야?,수강 신청,과목정보_웹데이터분석
웹데이터분석 P/F야 GRADE야?,수강 신청,과목정보_웹데이터분석
웹데이터분석 실습 있어?,수강 신청,과목정보_웹데이터분석
웹데이터분석 이론 몇 시간이야?,수강 신청,과목정보_웹데이터분석
웹데이터분석 과목코드가 뭐야?,수강 신청,과목정보_웹데이터분석
웹데이터분석 3학년 2학기 맞아?,수강 신청,과목정보_웹데이터분석
통계프로그래밍 몇 학점이야?,수강 신청,과목정보_통계프로그래밍
통계프로그래밍 과목 정보 알려줘,수강 신청,과목정보_통계프로그래밍
통계프로그래밍 몇 학년 과목이야?,수강 신청,과목정보_통계프로그래밍
통계프로그래밍 전필이야 전선이야?,수강 신청,과목정보_통계프로그래밍
통계프로그래밍 성적 방식이 뭐야?,수강 신청,과목정보_통계프로그래밍
통계프로그래밍 P/F야 GRADE야?,수강 신청,과목정보_통계프로그래밍
통계프로그래밍 실습 있어?,수강 신청,과목정보_통계프로그래밍
통계프로그래밍 이론 몇 시간이야?,수강 신청,과목정보_통계프로그래밍
통계프로그래밍 과목코드가 뭐야?,수강 신청,과목정보_통계프로그래밍
통계프로그래밍 3학년 2학기 맞아?,수강 신청,과목정보_통계프로그래밍
시스템분석및설계 몇 학점이야?,수강 신청,과목정보_시스템분석및설계
시스템분석및설계 과목 정보 알려줘,수강 신청,과목정보_시스템분석및설계
시스템분석및설계 몇 학년 과목이야?,수강 신청,과목정보_시스템분석및설계
시스템분석및설계 전필이야 전선이야?,수강 신청,과목정보_시스템분석및설계
시스템분석및설계 성적 방식이 뭐야?,수강 신청,과목정보_시스템분석및설계
시스템분석및설계 P/F야 GRADE야?,수강 신청,과목정보_시스템분석및설계
시스템분석및설계 실습 있어?,수강 신청,과목정보_시스템분석및설계
시스템분석및설계 이론 몇 시간이야?,수강 신청,과목정보_시스템분석및설계
시스템분석및설계 과목코드가 뭐야?,수강 신청,과목정보_시스템분석및설계
시스템분석및설계 3학년 2학기 맞아?,수강 신청,과목정보_시스템분석및설계
프로그래밍활용 II 몇 학점이야?,수강 신청,과목정보_프로그래밍활용 II
프로그래밍활용 II 과목 정보 알려줘,수강 신청,과목정보_프로그래밍활용 II
프로그래밍활용 II 몇 학년 과목이야?,수강 신청,과목정보_프로그래밍활용 II
프로그래밍활용 II 전필이야 전선이야?,수강 신청,과목정보_프로그래밍활용 II
프로그래밍활용 II 성적 방식이 뭐야?,수강 신청,과목정보_프로그래밍활용 II
프로그래밍활용 II P/F야 GRADE야?,수강 신청,과목정보_프로그래밍활용 II
프로그래밍활용 II 실습 있어?,수강 신청,과목정보_프로그래밍활용 II
프로그래밍활용 II 이론 몇 시간이야?,수강 신청,과목정보_프로그래밍활용 II
프로그래밍활용 II 과목코드가 뭐야?,수강 신청,과목정보_프로그래밍활용 II
프로그래밍활용 II 3학년 2학기 맞아?,수강 신청,과목정보_프로그래밍활용 II
현장실습 몇 학점이야?,수강 신청,과목정보_현장실습
현장실습 과목 정보 알려줘,수강 신청,과목정보_현장실습
현장실습 몇 학년 과목이야?,수강 신청,과목정보_현장실습
현장실습 전필이야 전선이야?,수강 신청,과목정보_현장실습
현장실습 성적 방식이 뭐야?,수강 신청,과목정보_현장실습
현장실습 P/F야 GRADE야?,수강 신청,과목정보_현장실습
현장실습 실습 있어?,수강 신청,과목정보_현장실습
현장실습 이론 몇 시간이야?,수강 신청,과목정보_현장실습
현장실습 과목코드가 뭐야?,수강 신청,과목정보_현장실습
현장실습 4학년 1학기 맞아?,수강 신청,과목정보_현장실습
휴먼컴퓨터인터랙션 몇 학점이야?,수강 신청,과목정보_휴먼컴퓨터인터랙션
휴먼컴퓨터인터랙션 과목 정보 알려줘,수강 신청,과목정보_휴먼컴퓨터인터랙션
휴먼컴퓨터인터랙션 몇 학년 과목이야?,수강 신청,과목정보_휴먼컴퓨터인터랙션
휴먼컴퓨터인터랙션 전필이야 전선이야?,수강 신청,과목정보_휴먼컴퓨터인터랙션
휴먼컴퓨터인터랙션 성적 방식이 뭐야?,수강 신청,과목정보_휴먼컴퓨터인터랙션
휴먼컴퓨터인터랙션 P/F야 GRADE야?,수강 신청,과목정보_휴먼컴퓨터인터랙션
휴먼컴퓨터인터랙션 실습 있어?,수강 신청,과목정보_휴먼컴퓨터인터랙션
휴먼컴퓨터인터랙션 이론 몇 시간이야?,수강 신청,과목정보_휴먼컴퓨터인터랙션
휴먼컴퓨터인터랙션 과목코드가 뭐야?,수강 신청,과목정보_휴먼컴퓨터인터랙션
휴먼컴퓨터인터랙션 4학년 1학기 맞아?,수강 신청,과목정보_휴먼컴퓨터인터랙션
정보시스템 몇 학점이야?,수강 신청,과목정보_정보시스템
정보시스템 과목 정보 알려줘,수강 신청,과목정보_정보시스템
정보시스템 몇 학년 과목이야?,수강 신청,과목정보_정보시스템
정보시스템 전필이야 전선이야?,수강 신청,과목정보_정보시스템
정보시스템 성적 방식이 뭐야?,수강 신청,과목정보_정보시스템
정보시스템 P/F야 GRADE야?,수강 신청,과목정보_정보시스템
정보시스템 실습 있어?,수강 신청,과목정보_정보시스템
정보시스템 이론 몇 시간이야?,수강 신청,과목정보_정보시스템
정보시스템 과목코드가 뭐야?,수강 신청,과목정보_정보시스템
정보시스템 4학년 1학기 맞아?,수강 신청,과목정보_정보시스템
웹서비스 몇 학점이야?,수강 신청,과목정보_웹서비스
웹서비스 과목 정보 알려줘,수강 신청,과목정보_웹서비스
웹서비스 몇 학년 과목이야?,수강 신청,과목정보_웹서비스
웹서비스 전필이야 전선이야?,수강 신청,과목정보_웹서비스
웹서비스 성적 방식이 뭐야?,수강 신청,과목정보_웹서비스
웹서비스 P/F야 GRADE야?,수강 신청,과목정보_웹서비스
웹서비스 실습 있어?,수강 신청,과목정보_웹서비스
웹서비스 이론 몇 시간이야?,수강 신청,과목정보_웹서비스
웹서비스 과목코드가 뭐야?,수강 신청,과목정보_웹서비스
웹서비스 4학년 1학기 맞아?,수강 신청,과목정보_웹서비스
보건의료AI 몇 학점이야?,수강 신청,과목정보_보건의료AI
보건의료AI 과목 정보 알려줘,수강 신청,과목정보_보건의료AI
보건의료AI 몇 학년 과목이야?,수강 신청,과목정보_보건의료AI
보건의료AI 전필이야 전선이야?,수강 신청,과목정보_보건의료AI
보건의료AI 성적 방식이 뭐야?,수강 신청,과목정보_보건의료AI
보건의료AI P/F야 GRADE야?,수강 신청,과목정보_보건의료AI
보건의료AI 실습 있어?,수강 신청,과목정보_보건의료AI
보건의료AI 이론 몇 시간이야?,수강 신청,과목정보_보건의료AI
보건의료AI 과목코드가 뭐야?,수강 신청,과목정보_보건의료AI
보건의료AI 4학년 1학기 맞아?,수강 신청,과목정보_보건의료AI
Expert시스템 몇 학점이야?,수강 신청,과목정보_Expert시스템
Expert시스템 과목 정보 알려줘,수강 신청,과목정보_Expert시스템
Expert시스템 몇 학년 과목이야?,수강 신청,과목정보_Expert시스템
Expert시스템 전필이야 전선이야?,수강 신청,과목정보_Expert시스템
Expert시스템 성적 방식이 뭐야?,수강 신청,과목정보_Expert시스템
Expert시스템 P/F야 GRADE야?,수강 신청,과목정보_Expert시스템
Expert시스템 실습 있어?,수강 신청,과목정보_Expert시스템
Expert시스템 이론 몇 시간이야?,수강 신청,과목정보_Expert시스템
Expert시스템 과목코드가 뭐야?,수강 신청,과목정보_Expert시스템
Expert시스템 4학년 2학기 맞아?,수강 신청,과목정보_Expert시스템
빅데이터플랫폼 몇 학점이야?,수강 신청,과목정보_빅데이터플랫폼
빅데이터플랫폼 과목 정보 알려줘,수강 신청,과목정보_빅데이터플랫폼
빅데이터플랫폼 몇 학년 과목이야?,수강 신청,과목정보_빅데이터플랫폼
빅데이터플랫폼 전필이야 전선이야?,수강 신청,과목정보_빅데이터플랫폼
빅데이터플랫폼 성적 방식이 뭐야?,수강 신청,과목정보_빅데이터플랫폼
빅데이터플랫폼 P/F야 GRADE야?,수강 신청,과목정보_빅데이터플랫폼
빅데이터플랫폼 실습 있어?,수강 신청,과목정보_빅데이터플랫폼
빅데이터플랫폼 이론 몇 시간이야?,수강 신청,과목정보_빅데이터플랫폼
빅데이터플랫폼 과목코드가 뭐야?,수강 신청,과목정보_빅데이터플랫폼
빅데이터플랫폼 4학년 2학기 맞아?,수강 신청,과목정보_빅데이터플랫폼
의료정보시스템 몇 학점이야?,수강 신청,과목정보_의료정보시스템
의료정보시스템 과목 정보 알려줘,수강 신청,과목정보_의료정보시스템
의료정보시스템 몇 학년 과목이야?,수강 신청,과목정보_의료정보시스템
의료정보시스템 전필이야 전선이야?,수강 신청,과목정보_의료정보시스템
의료정보시스템 성적 방식이 뭐야?,수강 신청,과목정보_의료정보시스템
의료정보시스템 P/F야 GRADE야?,수강 신청,과목정보_의료정보시스템
의료정보시스템 실습 있어?,수강 신청,과목정보_의료정보시스템
의료정보시스템 이론 몇 시간이야?,수강 신청,과목정보_의료정보시스템
의료정보시스템 과목코드가 뭐야?,수강 신청,과목정보_의료정보시스템
의료정보시스템 4학년 2학기 맞아?,수강 신청,과목정보_의료정보시스템
인공지능실습 몇 학점이야?,수강 신청,과목정보_인공지능실습
인공지능실습 과목 정보 알려줘,수강 신청,과목정보_인공지능실습
인공지능실습 몇 학년 과목이야?,수강 신청,과목정보_인공지능실습
인공지능실습 전필이야 전선이야?,수강 신청,과목정보_인공지능실습
인공지능실습 성적 방식이 뭐야?,수강 신청,과목정보_인공지능실습
인공지능실습 P/F야 GRADE야?,수강 신청,과목정보_인공지능실습
인공지능실습 실습 있어?,수강 신청,과목정보_인공지능실습
인공지능실습 이론 몇 시간이야?,수강 신청,과목정보_인공지능실습
인공지능실습 과목코드가 뭐야?,수강 신청,과목정보_인공지능실습
인공지능실습 4학년 2학기 맞아?,수강 신청,과목정보_인공지능실습
의료윤리 몇 학점이야?,수강 신청,과목정보_의료윤리
의료윤리 과목 정보 알려줘,수강 신청,과목정보_의료윤리
의료윤리 몇 학년 과목이야?,수강 신청,과목정보_의료윤리
의료윤리 전필이야 전선이야?,수강 신청,과목정보_의료윤리
의료윤리 성적 방식이 뭐야?,수강 신청,과목정보_의료윤리
의료윤리 P/F야 GRADE야?,수강 신청,과목정보_의료윤리
의료윤리 실습 있어?,수강 신청,과목정보_의료윤리
의료윤리 이론 몇 시간이야?,수강 신청,과목정보_의료윤리
의료윤리 과목코드가 뭐야?,수강 신청,과목정보_의료윤리
의료윤리 4학년 1학기 맞아?,수강 신청,과목정보_의료윤리
인공지능개론 몇 학점이야?,수강 신청,과목정보_인공지능개론
인공지능개론 과목 정보 알려줘,수강 신청,과목정보_인공지능개론
인공지능개론 몇 학년 과목이야?,수강 신청,과목정보_인공지능개론
인공지능개론 전필이야 전선이야?,수강 신청,과목정보_인공지능개론
인공지능개론 성적 방식이 뭐야?,수강 신청,과목정보_인공지능개론
인공지능개론 P/F야 GRADE야?,수강 신청,과목정보_인공지능개론
인공지능개론 실습 있어?,수강 신청,과목정보_인공지능개론
인공지능개론 이론 몇 시간이야?,수강 신청,과목정보_인공지능개론
인공지능개론 과목코드가 뭐야?,수강 신청,과목정보_인공지능개론
인공지능개론 4학년 1학기 맞아?,수강 신청,과목정보_인공지능개론
졸업논문 몇 학점이야?,수강 신청,과목정보_졸업논문
졸업논문 과목 정보 알려줘,수강 신청,과목정보_졸업논문
졸업논문 몇 학년 과목이야?,수강 신청,과목정보_졸업논문
졸업논문 전필이야 전선이야?,수강 신청,과목정보_졸업논문
졸업논문 성적 방식이 뭐야?,수강 신청,과목정보_졸업논문
졸업논문 P/F야 GRADE야?,수강 신청,과목정보_졸업논문
졸업논문 실습 있어?,수강 신청,과목정보_졸업논문
졸업논문 이론 몇 시간이야?,수강 신청,과목정보_졸업논문
졸업논문 과목코드가 뭐야?,수강 신청,과목정보_졸업논문
졸업논문 4학년 2학기 맞아?,수강 신청,과목정보_졸업논문
IT기획과경영 몇 학점이야?,수강 신청,과목정보_IT기획과경영
IT기획과경영 과목 정보 알려줘,수강 신청,과목정보_IT기획과경영
IT기획과경영 몇 학년 과목이야?,수강 신청,과목정보_IT기획과경영
IT기획과경영 전필이야 전선이야?,수강 신청,과목정보_IT기획과경영
IT기획과경영 성적 방식이 뭐야?,수강 신청,과목정보_IT기획과경영
IT기획과경영 P/F야 GRADE야?,수강 신청,과목정보_IT기획과경영
IT기획과경영 실습 있어?,수강 신청,과목정보_IT기획과경영
IT기획과경영 이론 몇 시간이야?,수강 신청,과목정보_IT기획과경영
IT기획과경영 과목코드가 뭐야?,수강 신청,과목정보_IT기획과경영
IT기획과경영 1학년 1학기 맞아?,수강 신청,과목정보_IT기획과경영
객체지향프로그래밍 몇 학점이야?,수강 신청,과목정보_객체지향프로그래밍
객체지향프로그래밍 과목 정보 알려줘,수강 신청,과목정보_객체지향프로그래밍
객체지향프로그래밍 몇 학년 과목이야?,수강 신청,과목정보_객체지향프로그래밍
객체지향프로그래밍 전필이야 전선이야?,수강 신청,과목정보_객체지향프로그래밍
객체지향프로그래밍 성적 방식이 뭐야?,수강 신청,과목정보_객체지향프로그래밍
객체지향프로그래밍 P/F야 GRADE야?,수강 신청,과목정보_객체지향프로그래밍
객체지향프로그래밍 실습 있어?,수강 신청,과목정보_객체지향프로그래밍
객체지향프로그래밍 이론 몇 시간이야?,수강 신청,과목정보_객체지향프로그래밍
객체지향프로그래밍 과목코드가 뭐야?,수강 신청,과목정보_객체지향프로그래밍
객체지향프로그래밍 1학년 2학기 맞아?,수강 신청,과목정보_객체지향프로그래밍
인공지능개론 몇 학점이야?,수강 신청,과목정보_인공지능개론
인공지능개론 과목 정보 알려줘,수강 신청,과목정보_인공지능개론
인공지능개론 몇 학년 과목이야?,수강 신청,과목정보_인공지능개론
인공지능개론 전필이야 전선이야?,수강 신청,과목정보_인공지능개론
인공지능개론 성적 방식이 뭐야?,수강 신청,과목정보_인공지능개론
인공지능개론 P/F야 GRADE야?,수강 신청,과목정보_인공지능개론
인공지능개론 실습 있어?,수강 신청,과목정보_인공지능개론
인공지능개론 이론 몇 시간이야?,수강 신청,과목정보_인공지능개론
인공지능개론 과목코드가 뭐야?,수강 신청,과목정보_인공지능개론
인공지능개론 1학년 2학기 맞아?,수강 신청,과목정보_인공지능개론
헬스프로그래밍 몇 학점이야?,수강 신청,과목정보_헬스프로그래밍
헬스프로그래밍 과목 정보 알려줘,수강 신청,과목정보_헬스프로그래밍
헬스프로그래밍 몇 학년 과목이야?,수강 신청,과목정보_헬스프로그래밍
헬스프로그래밍 전필이야 전선이야?,수강 신청,과목정보_헬스프로그래밍
헬스프로그래밍 성적 방식이 뭐야?,수강 신청,과목정보_헬스프로그래밍
헬스프로그래밍 P/F야 GRADE야?,수강 신청,과목정보_헬스프로그래밍
헬스프로그래밍 실습 있어?,수강 신청,과목정보_헬스프로그래밍
헬스프로그래밍 이론 몇 시간이야?,수강 신청,과목정보_헬스프로그래밍
헬스프로그래밍 과목코드가 뭐야?,수강 신청,과목정보_헬스프로그래밍
